,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_ID,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_ID,Region_Name
7257,2794280,Yes,27,30,E1,69.08,69.08,0.0,No,No,Male,Agency,4,L004,560034,28.0,4,D3,Chandigarh,2013-03-30,Joined,BFSI,Bangalore,R2,South
7258,2831729,Yes,32,30,E1,54.76,50.0,-4.759999999999998,No,No,Male,Agency,3,L004,560034,25.0,4,D3,Chandigarh,2013-04-04,Joined,BFSI,Bangalore,R2,South
7259,2866346,No,3,30,E1,25.0,4.17,-20.83,No,No,Male,Agency,3,L004,560034,34.0,4,D3,Chandigarh,2013-07-03,Not Joined,BFSI,Bangalore,R2,South
7260,3046027,No,7,60,E1,47.78,42.86,-4.920000000000002,No,No,Male,Direct,4,L004,560034,29.0,4,D3,Chandigarh,2013-07-11,Not Joined,BFSI,Bangalore,R2,South
7261,3250296,Yes,43,30,E1,53.85,53.85,0.0,No,No,Male,Direct,3,L004,560034,26.0,4,D3,Chandigarh,2013-10-27,Joined,BFSI,Bangalore,R2,South
7262,3250408,No,6,30,E1,50.68,39.73,-10.950000000000005,No,No,Male,Agency,3,L004,560034,29.0,4,D3,Chandigarh,2013-11-02,Joined,BFSI,Bangalore,R2,South
7263,3250429,No,4,30,E1,31.58,31.58,0.0,No,No,Male,Agency,3,L004,560034,26.0,4,D3,Chandigarh,2013-11-03,Joined,BFSI,Bangalore,R2,South
7264,3263331,Yes,110,90,E1,50.0,47.5,-2.5,No,Yes,Male,Agency,3,L004,560034,26.0,4,D3,Chandigarh,2013-10-12,Joined,BFSI,Bangalore,R2,South
7265,3263527,Yes,46,30,E1,42.86,42.86,0.0,No,No,Male,Direct,5,L004,560034,29.0,4,D3,Chandigarh,2013-10-16,Joined,BFSI,Bangalore,R2,South
7266,3277990,Yes,69,90,E1,66.67,63.89,-2.780000000000001,No,No,Male,Agency,3,L004,560034,26.0,4,D3,Chandigarh,2013-12-08,Not Joined,BFSI,Bangalore,R2,South
7267,3304586,Yes,21,60,E2,37.04,37.04,0.0,Yes,No,Male,Direct,8,L004,560034,32.0,4,D3,Chandigarh,2014-03-01,Joined,BFSI,Bangalore,R2,South
7268,3321603,Yes,5,30,E1,66.67,37.78,-28.89,No,No,Male,Direct,4,L004,560034,29.0,4,D3,Chandigarh,2014-01-16,Not Joined,BFSI,Bangalore,R2,South
7269,3321606,Yes,34,30,E1,15.22,17.39,2.17,No,No,Male,Direct,3,L004,560034,27.0,4,D3,Chandigarh,2014-01-16,Not Joined,BFSI,Bangalore,R2,South
7270,3352163,Yes,54,30,E1,80.0,80.0,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-03-22,Joined,BFSI,Bangalore,R2,South
7271,3355424,Yes,53,30,E1,52.78,52.78,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-04-17,Joined,BFSI,Bangalore,R2,South
7272,3355429,No,2,60,E1,91.74,91.74,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-04-23,Joined,BFSI,Bangalore,R2,South
7273,3355743,Yes,63,60,E2,30.0,30.0,0.0,No,No,Male,Direct,6,L004,560034,34.0,4,D3,Chandigarh,2013-05-21,Not Joined,BFSI,Bangalore,R2,South
7274,3355912,Yes,42,30,E1,36.36,36.36,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-05-26,Joined,BFSI,Bangalore,R2,South
7275,3451809,Yes,27,30,E1,17.78,17.78,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-02-17,Joined,BFSI,Bangalore,R2,South
7276,3451821,No,5,30,E1,33.33,33.33,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-02-21,Joined,BFSI,Bangalore,R2,South
7277,3600159,Yes,31,30,E1,76.47,70.59,-5.879999999999996,No,No,Male,Direct,3,L004,560034,34.0,4,D3,Chandigarh,2013-03-26,Joined,BFSI,Bangalore,R2,South
7278,2156877,No,18,30,E2,18.18,18.18,0.0,No,No,Female,Employee Referral,6,L004,560034,29.0,4,D21,Tripura,2014-05-30,Joined,BFSI,Bangalore,R2,South
7279,2170273,Yes,50,30,E1,25.0,13.64,-11.36,No,No,Male,Employee Referral,3,L004,560034,26.0,4,D21,Tripura,2013-01-06,Joined,BFSI,Bangalore,R2,South
7280,2372178,No,29,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D21,Tripura,2013-12-19,Joined,BFSI,Bangalore,R2,South
7281,2372578,No,6,30,E1,37.5,27.5,-10.0,No,No,Male,Agency,3,L004,560034,27.0,4,D21,Tripura,2013-09-21,Joined,BFSI,Bangalore,R2,South
7282,2378078,Yes,7,30,E2,31.98,16.75,-15.23,No,No,Female,Agency,7,L004,560034,31.0,4,D21,Tripura,2013-10-09,Joined,BFSI,Bangalore,R2,South
7283,2394653,No,29,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,L004,560034,29.0,4,D21,Tripura,2013-11-13,Joined,BFSI,Bangalore,R2,South
7284,2394673,No,28,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D21,Tripura,2013-11-13,Joined,BFSI,Bangalore,R2,South
7285,2416564,Yes,2,30,E1,34.62,44.23,9.61,No,No,Female,Agency,4,L004,560034,29.0,4,D21,Tripura,2013-09-26,Not Joined,BFSI,Bangalore,R2,South
7286,2419728,No,0,30,E1,2.56,15.38,12.82,No,No,Female,Agency,3,L004,560034,28.0,4,D21,Tripura,2013-10-19,Joined,BFSI,Bangalore,R2,South
7287,2420446,Yes,35,60,E1,51.9,51.9,0.0,No,No,Male,Direct,4,L004,560034,31.0,4,D21,Tripura,2013-11-09,Joined,BFSI,Bangalore,R2,South
7288,2424272,No,11,30,E2,26.98,11.11,-15.87,No,No,Male,Agency,9,L004,560034,36.0,4,D21,Tripura,2013-11-19,Not Joined,BFSI,Bangalore,R2,South
7289,2431313,Yes,25,60,E1,71.43,42.86,-28.570000000000007,No,No,Male,Direct,3,L004,560034,28.0,4,D21,Tripura,2013-12-05,Joined,BFSI,Bangalore,R2,South
7290,2544626,Yes,56,30,E1,22.22,22.22,0.0,No,No,Male,Direct,4,L004,560034,30.0,4,D21,Tripura,2014-01-31,Not Joined,BFSI,Bangalore,R2,South
7291,2590919,Yes,45,30,E1,23.08,28.21,5.130000000000003,No,No,Male,Agency,3,L004,560034,26.0,4,D21,Tripura,2014-07-05,Joined,BFSI,Bangalore,R2,South
7292,2613367,Yes,12,60,E1,81.82,81.82,0.0,No,No,Male,Agency,3,L004,560034,26.0,4,D21,Tripura,2013-02-15,Not Joined,BFSI,Bangalore,R2,South
7293,2797978,No,10,30,E1,19.05,19.05,0.0,No,No,Female,Direct,3,L004,560034,25.0,4,D21,Tripura,2013-04-02,Joined,BFSI,Bangalore,R2,South
7294,2814133,Yes,14,30,E1,22.22,22.22,0.0,No,No,Male,Agency,4,L004,560034,28.0,4,D21,Tripura,2013-05-07,Joined,BFSI,Bangalore,R2,South
7295,2831505,Yes,82,90,E1,56.63,44.58,-12.050000000000004,No,No,Female,Agency,3,L004,560034,26.0,4,D21,Tripura,2013-04-01,Not Joined,BFSI,Bangalore,R2,South
7296,2866200,Yes,16,30,E1,54.76,40.48,-14.28,No,No,Female,Agency,3,L004,560034,27.0,4,D21,Tripura,2013-06-28,Not Joined,BFSI,Bangalore,R2,South
7297,2866201,Yes,74,90,E2,40.19,37.85,-2.3399999999999963,No,No,Female,Direct,8,L004,560034,31.0,4,D21,Tripura,2013-06-28,Not Joined,BFSI,Bangalore,R2,South
7298,3238976,No,60,60,E2,60.92,60.92,0.0,No,No,Male,Agency,9,L004,560034,32.0,4,D21,Tripura,2013-09-19,Joined,BFSI,Bangalore,R2,South
7299,3250666,Yes,6,30,E1,57.14,57.14,0.0,No,No,Male,Agency,4,L004,560034,30.0,4,D21,Tripura,2013-11-15,Joined,BFSI,Bangalore,R2,South
7300,3250686,No,30,30,E1,44.44,44.44,0.0,No,No,Male,Agency,3,L004,560034,26.0,4,D21,Tripura,2013-11-17,Joined,BFSI,Bangalore,R2,South
7301,3284843,No,0,30,E1,6.94,52.78,45.84,No,Yes,Female,Agency,4,L004,560034,36.0,4,D21,Tripura,2014-01-04,Joined,BFSI,Bangalore,R2,South
7302,3321731,No,31,30,E1,55.17,55.17,0.0,No,No,Male,Direct,3,L004,560034,25.0,4,D21,Tripura,2014-01-18,Joined,BFSI,Bangalore,R2,South
7303,3355737,Yes,53,30,E1,8.16,8.16,0.0,No,No,Male,Direct,5,L004,560034,34.0,4,D21,Tripura,2013-05-15,Not Joined,BFSI,Bangalore,R2,South
7304,3382294,No,39,30,E1,18.42,18.42,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D21,Tripura,2014-03-30,Joined,BFSI,Bangalore,R2,South
7305,3451814,No,27,30,E1,53.85,53.85,0.0,No,No,Female,Direct,4,L004,560034,34.0,4,D21,Tripura,2013-02-18,Joined,BFSI,Bangalore,R2,South
7306,3452388,Yes,32,30,E1,18.42,18.42,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D21,Tripura,2013-03-02,Joined,BFSI,Bangalore,R2,South
7307,3632492,No,2,0,E2,30.0,25.0,-5.0,No,No,Male,Agency,8,L004,560034,34.0,4,D21,Tripura,2013-05-07,Not Joined,BFSI,Bangalore,R2,South
7308,2174971,Yes,21,30,E1,30.95,30.95,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D24,West Bengal,2013-01-17,Joined,BFSI,Bangalore,R2,South
7309,2193699,Yes,24,30,E1,30.0,7.14,-22.86,No,No,Male,Agency,5,L004,560034,46.0,4,D24,West Bengal,2013-01-11,Not Joined,BFSI,Bangalore,R2,South
7310,2196570,Yes,6,30,E1,22.22,22.22,0.0,No,No,Female,Employee Referral,3,L004,560034,26.0,4,D24,West Bengal,2013-01-22,Joined,BFSI,Bangalore,R2,South
7311,2285469,No,15,30,E2,13.4,13.4,0.0,No,Yes,Male,Direct,8,L004,560034,34.0,4,D24,West Bengal,2013-06-29,Joined,BFSI,Bangalore,R2,South
7312,2309682,Yes,6,60,E1,25.84,19.97,-5.870000000000001,No,No,Male,Direct,4,L004,560034,29.0,4,D24,West Bengal,2013-08-07,Joined,BFSI,Bangalore,R2,South
7313,2323127,No,38,90,E1,20.37,20.37,0.0,No,No,Male,Agency,5,L004,560034,32.0,4,D24,West Bengal,2013-08-27,Joined,BFSI,Bangalore,R2,South
7314,2372682,No,0,60,E1,78.57,78.57,0.0,No,No,Male,Agency,4,L004,560034,27.0,4,D24,West Bengal,2013-09-28,Joined,BFSI,Bangalore,R2,South
7315,2378347,No,4,60,E1,15.38,28.21,12.83,No,No,Male,Agency,3,L004,560034,27.0,4,D24,West Bengal,2013-10-16,Not Joined,BFSI,Bangalore,R2,South
7316,2394792,Yes,5,30,E1,42.86,42.86,0.0,No,No,Male,Agency,3,L004,560034,33.0,4,D24,West Bengal,2013-11-18,Joined,BFSI,Bangalore,R2,South
7317,2416578,No,1,30,E1,25.0,32.35,7.350000000000001,No,No,Male,Agency,3,L004,560034,28.0,4,D24,West Bengal,2013-09-27,Joined,BFSI,Bangalore,R2,South
7318,2420009,Yes,114,30,E1,66.67,42.59,-24.08,No,No,Female,Agency,5,L004,560034,31.0,4,D24,West Bengal,2013-10-26,Not Joined,BFSI,Bangalore,R2,South
7319,2424269,No,1,45,E2,32.23,29.87,-2.359999999999996,No,No,Male,Agency,6,L004,560034,32.0,4,D24,West Bengal,2013-11-19,Joined,BFSI,Bangalore,R2,South
7320,2424739,Yes,33,30,E1,129.17,100.0,-29.169999999999987,No,No,Male,Employee Referral,4,L004,560034,28.0,4,D24,West Bengal,2013-11-27,Joined,BFSI,Bangalore,R2,South
7321,2441082,Yes,95,60,E1,82.93,47.56,-35.370000000000005,No,No,Male,Agency,3,L004,560034,28.0,4,D24,West Bengal,2013-12-28,Joined,BFSI,Bangalore,R2,South
7322,2444280,No,93,60,E1,43.6,43.6,0.0,No,No,Male,Direct,4,L004,560034,31.0,4,D24,West Bengal,2014-01-05,Not Joined,BFSI,Bangalore,R2,South
7323,2444345,No,0,30,E2,16.1,7.59,-8.510000000000002,No,No,Male,Employee Referral,10,L004,560034,34.0,4,D24,West Bengal,2014-01-06,Joined,BFSI,Bangalore,R2,South
7324,2486076,Yes,6,30,E2,23.08,3.85,-19.23,No,No,Female,Employee Referral,9,L004,560034,33.0,4,D24,West Bengal,2014-02-20,Joined,BFSI,Bangalore,R2,South
7325,2544631,No,1,30,E1,44.74,44.74,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D24,West Bengal,2014-03-11,Not Joined,BFSI,Bangalore,R2,South
7326,2576050,No,32,30,E1,30.0,40.35,10.35,No,No,Male,Direct,3,L004,560034,26.0,4,D24,West Bengal,2014-01-13,Joined,BFSI,Bangalore,R2,South
7327,2578797,Yes,27,30,E1,200.0,200.0,0.0,No,No,Male,Direct,0,L004,560034,29.0,4,D24,West Bengal,2013-02-11,Joined,BFSI,Bangalore,R2,South
7328,2578956,No,4,30,E2,27.36,22.64,-4.719999999999999,No,No,Male,Direct,9,L004,560034,33.0,4,D24,West Bengal,2013-05-29,Joined,BFSI,Bangalore,R2,South
7329,2807949,No,76,30,E2,51.16,27.91,-23.25,No,No,Male,Agency,8,L004,560034,32.0,4,D24,West Bengal,2013-04-26,Not Joined,BFSI,Bangalore,R2,South
7330,2824355,No,31,30,E1,57.14,42.86,-14.28,No,No,Male,Direct,3,L004,560034,30.0,4,D24,West Bengal,2013-06-01,Joined,BFSI,Bangalore,R2,South
7331,2824882,Yes,26,30,E1,135.29,135.29,0.0,No,No,Male,Direct,3,L004,560034,30.0,4,D24,West Bengal,2013-03-18,Joined,BFSI,Bangalore,R2,South
7332,2831731,No,0,45,E1,25.0,25.0,0.0,No,No,Female,Agency,4,L004,560034,28.0,4,D24,West Bengal,2013-04-04,Joined,BFSI,Bangalore,R2,South
7333,3031931,No,59,45,E1,79.64,58.68,-20.96,No,No,Male,Employee Referral,5,L004,560034,26.0,4,D24,West Bengal,2013-08-11,Joined,BFSI,Bangalore,R2,South
7334,3041090,Yes,24,30,E1,38.89,38.89,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D24,West Bengal,2013-07-03,Joined,BFSI,Bangalore,R2,South
7335,3045906,Yes,109,90,E1,30.84,21.5,-9.34,No,No,Female,Employee Referral,5,L004,560034,27.0,4,D24,West Bengal,2013-07-08,Joined,BFSI,Bangalore,R2,South
7336,3046228,Yes,7,30,E1,33.33,44.44,11.11,No,No,Male,Direct,3,L004,560034,32.0,4,D24,West Bengal,2013-07-17,Joined,BFSI,Bangalore,R2,South
7337,3110974,Yes,65,60,E2,8.3,6.86,-1.4400000000000004,No,No,Male,Employee Referral,9,L004,560034,37.0,4,D24,West Bengal,2013-08-15,Joined,BFSI,Bangalore,R2,South
7338,3215405,No,31,30,E1,28.57,28.57,0.0,No,No,Male,Agency,4,L004,560034,29.0,4,D24,West Bengal,2013-10-06,Joined,BFSI,Bangalore,R2,South
7339,3218587,No,35,60,E1,32.35,17.65,-14.700000000000005,No,Yes,Female,Employee Referral,1,L004,560034,25.0,4,D24,West Bengal,2013-10-17,Joined,BFSI,Bangalore,R2,South
7340,3230274,No,20,30,E1,38.89,38.89,0.0,No,No,Male,Agency,3,L004,560034,29.0,4,D24,West Bengal,2013-12-04,Joined,BFSI,Bangalore,R2,South
7341,3239543,Yes,69,90,E1,50.0,35.71,-14.29,No,No,Female,Direct,3,L004,560034,28.0,4,D24,West Bengal,2013-09-22,Joined,BFSI,Bangalore,R2,South
7342,3250391,No,19,60,E1,42.86,42.86,0.0,No,No,Male,Agency,3,L004,560034,27.0,4,D24,West Bengal,2013-11-01,Not Joined,BFSI,Bangalore,R2,South
7343,3250543,No,21,30,E1,50.0,50.0,0.0,No,No,Male,Agency,3,L004,560034,27.0,4,D24,West Bengal,2013-11-10,Joined,BFSI,Bangalore,R2,South
7344,3250809,Yes,49,30,E1,24.0,24.0,0.0,No,No,Male,Direct,4,L004,560034,27.0,4,D24,West Bengal,2013-11-23,Joined,BFSI,Bangalore,R2,South
7345,3382024,Yes,32,30,E1,16.0,16.0,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D24,West Bengal,2013-06-23,Joined,BFSI,Bangalore,R2,South
7346,3382288,No,39,30,E1,18.42,18.42,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D24,West Bengal,2013-11-18,Joined,BFSI,Bangalore,R2,South
7347,3382503,No,34,30,E1,7.14,7.14,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D24,West Bengal,2014-04-24,Joined,BFSI,Bangalore,R2,South
7348,2613742,No,40,30,E1,233.33,233.33,0.0,No,No,Female,Agency,3,L004,560034,26.0,4,D23,Uttarkhand,2013-04-23,Joined,BFSI,Bangalore,R2,South
7349,2111978,Yes,108,60,E2,25.0,15.38,-9.62,No,No,Male,Agency,6,L004,560034,33.0,4,D23,Uttarkhand,2013-06-12,Not Joined,BFSI,Bangalore,R2,South
7350,2219069,Yes,36,45,E1,15.04,15.04,0.0,No,No,Male,Direct,4,L004,560034,31.0,4,D23,Uttarkhand,2013-04-26,Not Joined,BFSI,Bangalore,R2,South
7351,2283210,No,34,30,E1,56.25,40.63,-15.619999999999996,No,No,Female,Direct,3,L004,560034,27.0,4,D23,Uttarkhand,2013-05-28,Joined,BFSI,Bangalore,R2,South
7352,2357342,No,41,60,E1,66.67,41.03,-25.64,No,No,Male,Agency,3,L004,560034,28.0,4,D23,Uttarkhand,2013-09-09,Joined,BFSI,Bangalore,R2,South
7353,2372475,No,6,90,E2,5.88,0.0,-5.88,No,No,Male,Agency,6,L004,560034,31.0,4,D23,Uttarkhand,2013-09-15,Not Joined,BFSI,Bangalore,R2,South
7354,2372481,No,24,30,E2,27.66,17.02,-10.64,No,No,Female,Agency,7,L004,560034,35.0,4,D23,Uttarkhand,2013-09-15,Joined,BFSI,Bangalore,R2,South
7355,2372651,No,27,30,E1,37.5,25.0,-12.5,No,No,Male,Agency,4,L004,560034,29.0,4,D23,Uttarkhand,2013-09-26,Joined,BFSI,Bangalore,R2,South
7356,2375531,No,9,30,E1,30.0,42.86,12.86,No,No,Female,Agency,3,L004,560034,29.0,4,D23,Uttarkhand,2013-10-02,Joined,BFSI,Bangalore,R2,South
7357,2378210,No,102,30,E1,42.86,42.86,0.0,No,No,Male,Agency,7,L004,560034,36.0,4,D23,Uttarkhand,2013-10-13,Not Joined,BFSI,Bangalore,R2,South
7358,2399446,No,1,30,E1,23.81,21.43,-2.379999999999999,No,No,Male,Direct,3,L004,560034,27.0,4,D23,Uttarkhand,2013-12-03,Joined,BFSI,Bangalore,R2,South
7359,2420231,Yes,73,45,E1,42.86,30.95,-11.91,No,No,Male,Direct,3,L004,560034,26.0,4,D23,Uttarkhand,2013-11-02,Not Joined,BFSI,Bangalore,R2,South
7360,2420348,Yes,96,90,E1,48.65,48.65,0.0,No,No,Male,Direct,3,L004,560034,28.0,4,D23,Uttarkhand,2013-11-06,Joined,BFSI,Bangalore,R2,South
7361,2479047,Yes,34,30,E1,32.08,18.87,-13.209999999999996,No,No,Male,Direct,4,L004,560034,26.0,4,D23,Uttarkhand,2014-01-19,Joined,BFSI,Bangalore,R2,South
7362,2481019,No,1,30,E1,63.69,51.79,-11.9,No,No,Female,Agency,3,L004,560034,30.0,4,D23,Uttarkhand,2014-01-22,Joined,BFSI,Bangalore,R2,South
7363,2549419,No,9,45,E1,76.47,76.47,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D23,Uttarkhand,2013-01-28,Joined,BFSI,Bangalore,R2,South
7364,2814151,No,1,30,E1,28.21,28.21,0.0,No,No,Male,Agency,3,L004,560034,26.0,4,D23,Uttarkhand,2013-05-09,Joined,BFSI,Bangalore,R2,South
7365,2831498,No,32,30,E1,20.37,11.11,-9.260000000000002,No,No,Male,Agency,3,L004,560034,27.0,4,D23,Uttarkhand,2013-04-01,Joined,BFSI,Bangalore,R2,South
7366,2831733,No,6,30,E1,31.58,31.58,0.0,No,No,Male,Agency,3,L004,560034,27.0,4,D23,Uttarkhand,2013-04-04,Joined,BFSI,Bangalore,R2,South
7367,2850497,No,20,30,E1,41.03,28.21,-12.82,No,No,Male,Direct,3,L004,560034,28.0,4,D23,Uttarkhand,2013-05-11,Joined,BFSI,Bangalore,R2,South
7368,3250516,Yes,50,30,E1,41.18,35.29,-5.890000000000001,No,No,Male,Agency,3,L004,560034,31.0,4,D23,Uttarkhand,2013-11-08,Joined,BFSI,Bangalore,R2,South
7369,3321601,No,6,60,E1,57.61,57.61,0.0,No,No,Male,Direct,3,L004,560034,26.0,4,D23,Uttarkhand,2014-01-16,Joined,BFSI,Bangalore,R2,South
7370,3321733,Yes,29,30,E1,50.0,50.0,0.0,No,No,Female,Direct,3,L004,560034,28.0,4,D23,Uttarkhand,2014-01-18,Not Joined,BFSI,Bangalore,R2,South
7371,3321735,Yes,34,60,E1,39.53,34.88,-4.649999999999999,No,No,Female,Direct,3,L004,560034,27.0,4,D23,Uttarkhand,2014-01-18,Not Joined,BFSI,Bangalore,R2,South
7372,3382025,Yes,37,30,E1,30.0,30.0,0.0,No,No,Female,Direct,3,L004,560034,34.0,4,D23,Uttarkhand,2013-07-04,Joined,BFSI,Bangalore,R2,South
7373,3382499,Yes,35,30,E1,38.46,38.46,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D23,Uttarkhand,2014-04-14,Joined,BFSI,Bangalore,R2,South
7374,3451815,No,32,30,E1,40.63,40.63,0.0,No,No,Female,Direct,4,L004,560034,34.0,4,D23,Uttarkhand,2013-02-18,Joined,BFSI,Bangalore,R2,South
7375,3451826,No,34,30,E1,15.38,15.38,0.0,No,No,Male,Direct,3,L004,560034,34.0,4,D23,Uttarkhand,2013-02-21,Joined,BFSI,Bangalore,R2,South
7376,3452678,Yes,27,0,E2,25.0,18.75,-6.25,No,No,Male,Agency,6,L004,560034,34.0,4,D23,Uttarkhand,2013-03-06,Joined,BFSI,Bangalore,R2,South
7377,2188640,No,1,30,E2,62.5,56.25,-6.25,No,No,Male,Direct,9,L004,560034,31.0,4,D5,Delhi,2013-03-03,Joined,BFSI,Bangalore,R2,South
7378,2222019,Yes,5,30,E1,42.86,30.95,-11.91,No,No,Male,Agency,3,L004,560034,27.0,4,D5,Delhi,2013-05-10,Not Joined,BFSI,Bangalore,R2,South
7379,2224332,No,109,120,E2,42.45,42.45,0.0,No,No,Male,Direct,8,L004,560034,39.0,4,D5,Delhi,2013-05-21,Not Joined,BFSI,Bangalore,R2,South
7380,2348102,Yes,16,30,E1,38.89,33.33,-5.560000000000002,No,No,Male,Agency,4,L004,560034,31.0,4,D5,Delhi,2013-07-23,Joined,BFSI,Bangalore,R2,South
7381,2348305,Yes,13,90,E2,35.14,21.62,-13.52,No,No,Male,Direct,7,L004,560034,35.0,4,D5,Delhi,2013-07-26,Joined,BFSI,Bangalore,R2,South
7382,2351957,Yes,13,60,E2,25.39,22.26,-3.129999999999999,No,No,Male,Agency,6,L004,560034,29.0,4,D5,Delhi,2013-08-06,Joined,BFSI,Bangalore,R2,South
7383,2360949,Yes,2,30,E1,25.0,25.0,0.0,No,No,Male,Agency,4,L004,560034,39.0,4,D5,Delhi,2013-09-28,Joined,BFSI,Bangalore,R2,South
7384,2368145,Yes,74,60,E1,57.14,45.71,-11.43,No,No,Male,Agency,3,L004,560034,29.0,4,D5,Delhi,2013-11-30,Joined,BFSI,Bangalore,R2,South
7385,2368613,Yes,62,60,E1,71.43,57.14,-14.290000000000006,No,No,Male,Direct,3,L004,560034,26.0,4,D5,Delhi,2013-12-08,Not Joined,BFSI,Bangalore,R2,South
7386,2375283,No,0,90,E1,32.53,32.53,0.0,No,No,Male,Agency,3,L004,560034,27.0,4,D5,Delhi,2013-09-29,Not Joined,BFSI,Bangalore,R2,South
7387,2375382,No,1,60,E1,36.36,36.36,0.0,No,No,Male,Direct,3,L004,560034,25.0,4,D5,Delhi,2013-09-30,Joined,BFSI,Bangalore,R2,South
7388,2395399,Yes,3,30,E1,22.09,16.28,-5.809999999999999,No,No,Female,Direct,3,L004,560034,28.0,4,D5,Delhi,2013-11-24,Joined,BFSI,Bangalore,R2,South
7389,2416664,No,61,60,E1,41.46,46.34,4.880000000000003,No,No,Male,Agency,3,L004,560034,25.0,4,D5,Delhi,2013-09-29,Joined,BFSI,Bangalore,R2,South
7390,2416837,No,0,30,E1,15.14,35.14,20.0,No,No,Male,Direct,4,L004,560034,25.0,4,D5,Delhi,2013-10-04,Joined,BFSI,Bangalore,R2,South
7391,2441181,Yes,22,30,E2,22.22,16.11,-6.109999999999999,No,No,Male,Agency,6,L004,560034,30.0,4,D5,Delhi,2014-01-02,Joined,BFSI,Bangalore,R2,South
7392,2444086,No,2,60,E1,53.2,53.2,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D5,Delhi,2014-01-05,Not Joined,BFSI,Bangalore,R2,South
7393,2464692,Yes,69,90,E2,40.45,29.21,-11.240000000000002,No,No,Male,Agency,8,L004,560034,34.0,4,D5,Delhi,2014-02-26,Not Joined,BFSI,Bangalore,R2,South
7394,2569369,Yes,0,60,E2,41.04,26.94,-14.099999999999998,No,No,Male,Direct,6,L004,560034,30.0,4,D5,Delhi,2013-12-18,Joined,BFSI,Bangalore,R2,South
7395,2579161,Yes,1,30,E2,53.06,42.86,-10.200000000000005,No,No,Male,Direct,9,L004,560034,35.0,4,D5,Delhi,2013-07-21,Joined,BFSI,Bangalore,R2,South
7396,2813823,Yes,20,30,E1,36.67,8.33,-28.340000000000003,No,No,Male,Direct,3,L004,560034,27.0,4,D5,Delhi,2013-04-29,Not Joined,BFSI,Bangalore,R2,South
7397,2819951,No,35,30,E1,92.31,92.31,0.0,No,No,Male,Direct,3,L004,560034,27.0,4,D5,Delhi,2013-05-25,Joined,BFSI,Bangalore,R2,South
7398,2831724,Yes,33,60,E1,52.69,52.69,0.0,No,No,Male,Agency,3,L004,560034,25.0,4,D5,Delhi,2013-04-03,Joined,BFSI,Bangalore,R2,South
7399,2866319,No,3,30,E1,56.25,40.63,-15.619999999999996,No,No,Male,Agency,3,L004,560034,27.0,4,D5,Delhi,2013-07-03,Not Joined,BFSI,Bangalore,R2,South
7400,2866591,Yes,49,60,E1,19.23,19.23,0.0,No,No,Male,Direct,3,L004,560034,30.0,4,D5,Delhi,2013-07-05,Joined,BFSI,Bangalore,R2,South
7401,3200187,No,6,30,E1,35.14,35.14,0.0,No,No,Male,Direct,3,L004,560034,26.0,4,D5,Delhi,2013-09-03,Joined,BFSI,Bangalore,R2,South
7402,3250299,Yes,56,30,E1,35.42,35.42,0.0,No,No,Male,Direct,5,L004,560034,34.0,4,D5,Delhi,2013-10-27,Joined,BFSI,Bangalore,R2,South
7403,3250627,No,7,30,E1,0.0,37.14,37.14,No,No,Male,Agency,3,L004,560034,27.0,4,D5,Delhi,2013-11-11,Joined,BFSI,Bangalore,R2,South
7404,3250708,No,33,30,E1,26.32,26.32,0.0,No,No,Male,Agency,3,L004,560034,26.0,4,D5,Delhi,2013-11-19,Joined,BFSI,Bangalore,R2,South
7405,3284109,Yes,75,30,E1,27.91,23.26,-4.649999999999999,No,No,Male,Direct,4,L004,560034,29.0,4,D5,Delhi,2013-12-27,Joined,BFSI,Bangalore,R2,South
